order_id,zone,restaurant,delivery_partner,order_time,delivery_time,Delivery Delay (mins),Cancelled (1/0),Customer Rating
ORD1265,North,Restaurant_12,DP_23,2023/07/04 10:00,04-07-2023 10:47:00,17,0,4.9
ORD1266,West,Restaurant_15,DP_32,2023/07/14 14:25,14-07-2023 15:02:00,7,0,3.3
ORD1267,North,Restaurant_25,DP_33,,27-07-2023 13:49:00,0,0,5.0
ORD1268,Central,Restaurant_5,DP_5,2023/07/12 23:52,13-07-2023 00:21:00,-1,0,3.9
ORD1269,West,Restaurant_15,DP_34,2023/07/19 11:39,19-07-2023 12:04:00,-5,0,
ORD1270,East,Restaurant_8,DP_40,2023/07/07 14:53,07-07-2023 15:38:00,15,0,5.0
ORD1271,North,Restaurant_10,DP_11,2023/07/28 16:55,28-07-2023 17:55:00,30,0,3.3
ORD1272,North,Restaurant_26,DP_3,2023/07/03 14:00,03-07-2023 14:43:00,13,0,3.9
ORD1273,West,Restaurant_16,DP_33,2023/07/14 09:07,14-07-2023 10:00:00,23,0,4.0
ORD1274,East,Restaurant_8,DP_11,2023/07/11 21:36,11-07-2023 22:25:00,19,0,4.4
ORD1275,East,Restaurant_1,DP_16,2023/07/21 19:28,21-07-2023 20:03:00,5,0,3.6
ORD1276,Central,Restaurant_12,DP_18,2023/07/17 05:05,17-07-2023 05:55:00,20,0,4.7
ORD1277,East,Restaurant_5,DP_30,2023/07/18 20:13,18-07-2023 20:49:00,6,1,4.6
ORD1278,East,Restaurant_3,DP_10,2023/07/14 11:05,14-07-2023 11:41:00,6,0,4.1
ORD1279,East,Restaurant_1,DP_18,2023/07/13 14:02,13-07-2023 14:40:00,8,0,4.9
ORD1280,South,Restaurant_4,DP_38,2023/07/01 22:44,01-07-2023 23:22:00,8,0,4.1
ORD1281,Central,Restaurant_8,DP_19,2023/07/02 21:08,02-07-2023 21:53:00,15,1,3.9
ORD1282,North,Restaurant_3,DP_36,2023/07/10 00:22,10-07-2023 00:56:00,4,0,5.0
ORD1283,West,Restaurant_10,DP_13,2023/07/13 00:28,13-07-2023 01:15:00,17,0,4.3
ORD1284,North,Restaurant_2,DP_3,2023/07/23 20:39,23-07-2023 21:25:00,16,0,3.5
ORD1285,Central,Restaurant_11,DP_10,2023/07/18 11:21,18-07-2023 12:03:00,12,0,3.6
ORD1286,West,Restaurant_25,DP_38,2023/07/25 08:49,25-07-2023 09:44:00,25,0,4.1
ORD1287,Central,Restaurant_10,DP_1,2023/07/10 15:05,10-07-2023 15:55:00,20,0,2.7
ORD1288,East,Restaurant_21,DP_27,2023/07/01 08:15,01-07-2023 09:03:00,18,0,3.7
ORD1289,West,Restaurant_14,DP_8,,02-07-2023 12:28:00,10,0,4.0
ORD1290,East,Restaurant_7,DP_17,2023/07/24 03:24,24-07-2023 04:06:00,12,0,
ORD1291,North,Restaurant_27,DP_9,2023/07/10 07:13,10-07-2023 07:57:00,14,0,
ORD1292,North,Restaurant_27,DP_6,2023/07/02 01:52,02-07-2023 02:32:00,10,0,3.8
ORD1293,West,Restaurant_2,DP_25,2023/07/25 21:33,25-07-2023 22:09:00,6,0,4.8
ORD1294,West,Restaurant_9,DP_39,,23-07-2023 21:09:00,-5,0,4.7
ORD1295,Central,Restaurant_16,DP_28,2023/07/07 04:46,07-07-2023 05:31:00,15,0,4.2
ORD1296,Central,Restaurant_13,DP_33,2023/07/22 10:11,22-07-2023 10:59:00,18,0,4.1
ORD1297,East,Restaurant_9,DP_37,2023/07/17 14:09,17-07-2023 14:39:00,0,0,4.0
ORD1298,West,Restaurant_20,DP_9,2023/07/28 17:30,28-07-2023 18:14:00,14,0,4.2
ORD1299,North,Restaurant_4,DP_18,2023/07/06 14:15,06-07-2023 14:50:00,5,0,4.2
ORD1300,Central,Restaurant_22,DP_21,2023/07/04 05:34,04-07-2023 06:11:00,7,0,4.3
ORD1301,Central,Restaurant_10,DP_2,2023/07/16 17:14,16-07-2023 18:04:00,20,0,4.4
ORD1302,North,Restaurant_26,DP_38,2023/07/23 11:23,23-07-2023 11:55:00,2,0,3.4
ORD1303,Central,Restaurant_26,DP_40,2023/07/08 23:08,08-07-2023 23:40:00,2,0,
ORD1304,East,Restaurant_22,DP_36,2023/07/23 20:42,23-07-2023 21:36:00,24,0,4.2
ORD1305,West,Restaurant_12,DP_37,2023/07/29 06:38,29-07-2023 07:16:00,8,0,3.5
ORD1306,North,Restaurant_17,DP_15,2023/07/13 01:40,13-07-2023 02:29:00,19,0,3.7
ORD1307,West,Restaurant_14,DP_28,2023/07/19 15:50,19-07-2023 16:18:00,-2,0,4.0
ORD1308,Central,Restaurant_14,DP_18,2023/07/26 23:14,26-07-2023 23:42:00,-2,0,4.0
ORD1309,Central,Restaurant_25,DP_34,2023/07/10 21:39,10-07-2023 22:11:00,2,0,4.2
ORD1310,North,Restaurant_2,DP_22,2023/07/11 07:53,11-07-2023 08:29:00,6,0,3.6
ORD1311,East,Restaurant_21,DP_11,2023/07/10 00:56,10-07-2023 01:25:00,-1,0,4.7
ORD1312,South,Restaurant_25,DP_13,2023/07/30 06:17,30-07-2023 06:59:00,12,0,4.0
ORD1313,North,Restaurant_20,DP_4,,01-07-2023 03:16:00,13,0,4.2
ORD1314,South,Restaurant_11,DP_22,2023/07/06 10:53,,2,0,3.9
ORD1315,South,Restaurant_16,DP_7,2023/07/09 14:19,09-07-2023 14:52:00,3,0,4.2
ORD1316,East,Restaurant_19,DP_24,2023/07/11 23:12,11-07-2023 23:46:00,4,0,5.0
ORD1317,South,Restaurant_23,DP_4,2023/07/27 15:27,27-07-2023 15:57:00,0,0,3.9
ORD1318,South,Restaurant_6,DP_28,2023/07/13 13:40,13-07-2023 14:05:00,-5,0,3.8
ORD1319,East,Restaurant_24,DP_15,2023/07/08 16:09,08-07-2023 16:48:00,9,0,3.6
ORD1320,South,Restaurant_19,DP_1,2023/07/01 13:06,01-07-2023 13:42:00,6,0,4.1
ORD1321,South,Restaurant_5,DP_3,2023/07/04 00:48,04-07-2023 01:25:00,7,0,4.1
ORD1322,South,Restaurant_26,DP_14,2023/07/22 07:39,22-07-2023 08:10:00,1,0,4.1
ORD1323,North,Restaurant_4,DP_38,2023/07/26 17:20,26-07-2023 18:06:00,16,1,4.4
ORD1324,North,Restaurant_15,DP_1,2023/07/20 01:34,20-07-2023 02:33:00,29,0,
ORD1325,North,Restaurant_29,DP_38,2023/07/27 22:02,27-07-2023 22:35:00,3,1,4.1
ORD1326,East,Restaurant_4,DP_38,2023/07/17 09:20,17-07-2023 10:11:00,21,0,5.0
ORD1327,Central,Restaurant_20,DP_21,2023/07/21 07:18,21-07-2023 08:00:00,12,0,4.5
ORD1328,South,Restaurant_10,DP_29,2023/07/18 12:41,18-07-2023 13:21:00,10,0,3.4
ORD1329,South,Restaurant_24,DP_5,2023/07/14 18:10,14-07-2023 18:47:00,7,0,3.2
ORD1330,East,Restaurant_22,DP_10,2023/07/15 00:07,15-07-2023 00:46:00,9,1,3.7
ORD1331,South,Restaurant_3,DP_28,2023/07/16 03:31,16-07-2023 04:20:00,19,0,4.2
ORD1332,North,Restaurant_26,DP_21,2023/07/28 14:59,28-07-2023 15:29:00,0,0,3.6
ORD1333,Central,Restaurant_5,DP_7,2023/07/14 22:45,14-07-2023 23:22:00,7,1,3.7
ORD1334,West,Restaurant_6,DP_3,2023/07/07 10:21,07-07-2023 11:10:00,19,0,4.1
ORD1335,South,Restaurant_21,DP_20,2023/07/14 00:13,14-07-2023 01:00:00,17,0,3.9
ORD1336,North,Restaurant_22,DP_19,2023/07/28 14:59,28-07-2023 15:30:00,1,0,2.9
ORD1337,West,Restaurant_8,DP_35,2023/07/21 04:39,21-07-2023 05:17:00,8,0,4.7
ORD1338,Central,Restaurant_7,DP_4,2023/07/24 14:20,24-07-2023 15:05:00,15,0,4.6
ORD1339,West,Restaurant_21,DP_5,2023/07/10 19:41,10-07-2023 20:26:00,15,0,3.3
ORD1340,North,Restaurant_10,DP_1,2023/07/07 11:44,07-07-2023 12:31:00,17,0,4.1
ORD1341,West,Restaurant_6,DP_4,2023/07/28 09:52,28-07-2023 10:35:00,13,0,3.4
ORD1342,East,Restaurant_14,DP_12,2023/07/12 00:56,12-07-2023 01:40:00,14,0,3.7
ORD1343,West,Restaurant_4,DP_27,2023/07/17 12:57,17-07-2023 13:39:00,12,1,4.4
ORD1344,South,Restaurant_28,DP_23,2023/07/21 16:53,21-07-2023 17:45:00,22,0,4.6
ORD1345,South,Restaurant_25,DP_25,2023/07/14 02:55,14-07-2023 03:31:00,6,0,4.6
ORD1346,East,Restaurant_13,DP_21,2023/07/01 02:23,01-07-2023 03:03:00,10,0,4.2
ORD1347,North,Restaurant_20,DP_24,2023/07/08 10:01,08-07-2023 10:32:00,1,0,4.9
ORD1348,South,Restaurant_17,DP_25,2023/07/06 02:47,06-07-2023 03:17:00,0,0,3.7
ORD1349,Central,Restaurant_23,DP_32,2023/07/03 05:48,03-07-2023 06:30:00,12,0,3.9
ORD1350,South,Restaurant_7,DP_32,2023/07/04 04:22,04-07-2023 04:56:00,4,0,2.5
ORD1351,South,Restaurant_4,DP_5,2023/07/10 03:07,10-07-2023 03:46:00,9,0,4.0
ORD1352,North,Restaurant_29,DP_36,2023/07/08 21:57,08-07-2023 22:49:00,22,0,4.4
ORD1353,West,Restaurant_14,DP_39,2023/07/27 22:39,27-07-2023 23:31:00,22,0,4.3
ORD1354,South,Restaurant_3,DP_16,2023/07/26 16:51,26-07-2023 17:48:00,27,0,3.7
ORD1355,East,Restaurant_24,DP_33,2023/07/10 11:27,10-07-2023 12:20:00,23,0,4.6
ORD1356,West,Restaurant_5,DP_21,2023/07/20 05:58,20-07-2023 06:57:00,29,0,4.1
ORD1357,Central,Restaurant_16,DP_9,2023/07/30 09:17,30-07-2023 10:00:00,13,0,
ORD1358,North,Restaurant_26,DP_6,2023/07/14 06:17,14-07-2023 06:49:00,2,1,4.4
ORD1359,Central,Restaurant_23,DP_35,2023/07/26 15:53,26-07-2023 16:24:00,1,0,5.0
ORD1360,West,Restaurant_20,DP_39,2023/07/28 20:16,28-07-2023 21:07:00,21,0,4.3
ORD1361,West,Restaurant_4,DP_22,2023/07/12 21:07,12-07-2023 21:47:00,10,0,4.5
ORD1362,West,Restaurant_24,DP_5,2023/07/03 02:10,03-07-2023 02:51:00,11,0,4.1
ORD1363,Central,Restaurant_30,DP_23,2023/07/04 20:35,04-07-2023 21:10:00,5,0,3.8
ORD1364,West,Restaurant_24,DP_17,2023/07/01 01:07,01-07-2023 01:43:00,6,0,4.4
ORD1365,Central,Restaurant_2,DP_12,2023/07/20 17:32,20-07-2023 18:15:00,13,0,5.0
ORD1366,West,Restaurant_30,DP_23,2023/07/24 19:45,24-07-2023 20:16:00,1,0,
ORD1367,East,Restaurant_18,DP_16,2023/07/09 00:29,09-07-2023 01:11:00,12,0,4.0
ORD1368,West,Restaurant_19,DP_3,2023/07/04 22:40,04-07-2023 23:32:00,22,0,4.1
ORD1369,Central,Restaurant_28,DP_30,2023/07/18 20:59,,-5,0,4.5
ORD1370,South,Restaurant_28,DP_22,2023/07/15 17:29,15-07-2023 17:57:00,-2,0,4.3
ORD1371,West,Restaurant_19,DP_9,2023/07/29 19:55,29-07-2023 20:40:00,15,0,4.6
ORD1372,South,Restaurant_17,DP_29,2023/07/16 13:52,16-07-2023 14:42:00,20,0,5.0
ORD1373,East,Restaurant_14,DP_37,2023/07/11 11:56,11-07-2023 12:32:00,6,0,3.7
ORD1374,North,Restaurant_19,DP_23,2023/07/14 22:05,14-07-2023 22:30:00,-5,0,4.5
ORD1375,East,Restaurant_22,DP_13,2023/07/19 06:47,19-07-2023 07:38:00,21,0,4.3
ORD1376,West,Restaurant_24,DP_32,2023/07/25 19:09,,3,0,4.1
ORD1377,South,Restaurant_13,DP_23,2023/07/19 16:25,19-07-2023 17:02:00,7,0,4.5
ORD1378,South,Restaurant_12,DP_17,2023/07/05 21:47,05-07-2023 22:29:00,12,0,3.9
ORD1379,Central,Restaurant_30,DP_40,2023/07/23 14:39,23-07-2023 15:13:00,4,0,4.3
ORD1380,South,Restaurant_26,DP_21,2023/07/30 19:19,30-07-2023 19:51:00,2,0,3.3
ORD1381,Central,Restaurant_6,DP_2,2023/07/13 11:45,13-07-2023 12:18:00,3,0,3.8
ORD1382,North,Restaurant_21,DP_37,2023/07/20 00:09,20-07-2023 01:03:00,24,0,4.7
ORD1383,West,Restaurant_4,DP_6,2023/07/13 09:44,13-07-2023 10:33:00,19,0,4.7
ORD1384,Central,Restaurant_19,DP_18,2023/07/16 16:54,16-07-2023 17:38:00,14,0,4.3
ORD1385,North,Restaurant_16,DP_30,2023/07/11 20:13,11-07-2023 20:38:00,-5,0,3.8
ORD1386,South,Restaurant_13,DP_22,2023/07/05 11:27,05-07-2023 12:11:00,14,0,4.6
ORD1387,South,Restaurant_4,DP_33,2023/07/04 19:39,04-07-2023 20:23:00,14,0,4.8
ORD1388,North,Restaurant_30,DP_30,2023/07/28 02:41,28-07-2023 03:11:00,0,0,3.9
ORD1389,South,Restaurant_23,DP_17,2023/07/22 17:55,22-07-2023 18:37:00,12,0,3.2
ORD1390,North,Restaurant_17,DP_32,2023/07/01 21:39,01-07-2023 22:27:00,18,0,
ORD1391,Central,Restaurant_23,DP_14,2023/07/28 09:49,28-07-2023 10:33:00,14,0,4.6
ORD1392,Central,Restaurant_1,DP_10,2023/07/04 11:14,04-07-2023 11:48:00,4,0,4.5
ORD1393,North,Restaurant_18,DP_36,2023/07/21 17:58,21-07-2023 18:38:00,10,0,5.0
ORD1394,Central,Restaurant_20,DP_34,2023/07/11 20:27,11-07-2023 21:12:00,15,0,5.0
ORD1395,Central,Restaurant_17,DP_9,2023/07/06 04:49,06-07-2023 05:29:00,10,0,3.9
ORD1396,Central,Restaurant_27,DP_28,2023/07/19 03:11,19-07-2023 04:01:00,20,0,4.2
ORD1397,East,Restaurant_28,DP_11,2023/07/23 11:15,23-07-2023 11:58:00,13,0,3.8
ORD1398,West,Restaurant_27,DP_14,2023/07/06 17:49,06-07-2023 18:35:00,16,0,3.5
ORD1399,South,Restaurant_15,DP_39,2023/07/02 23:11,,16,0,3.5
ORD1400,East,Restaurant_11,DP_19,2023/07/09 04:59,09-07-2023 05:30:00,1,0,
ORD1401,Central,Restaurant_25,DP_15,2023/07/18 05:33,18-07-2023 06:13:00,10,1,4.3
ORD1402,North,Restaurant_28,DP_28,2023/07/16 00:37,16-07-2023 01:14:00,7,1,4.6
ORD1403,Central,Restaurant_22,DP_24,2023/07/02 09:16,02-07-2023 10:04:00,18,0,
ORD1404,West,Restaurant_13,DP_8,2023/07/03 03:29,03-07-2023 04:12:00,13,1,4.4
ORD1405,Central,Restaurant_1,DP_9,2023/07/24 02:51,24-07-2023 03:29:00,8,0,3.6
ORD1406,North,Restaurant_17,DP_33,2023/07/15 08:19,15-07-2023 08:49:00,0,0,4.7
ORD1407,West,Restaurant_6,DP_33,2023/07/22 03:09,22-07-2023 03:37:00,-2,0,3.6
ORD1408,Central,Restaurant_4,DP_19,2023/07/11 22:12,11-07-2023 22:54:00,12,0,5.0
ORD1409,West,Restaurant_20,DP_3,2023/07/14 13:06,14-07-2023 13:40:00,4,0,2.9
ORD1410,South,Restaurant_16,DP_10,2023/07/29 10:15,29-07-2023 11:00:00,15,1,3.8
ORD1411,South,Restaurant_15,DP_40,2023/07/04 14:30,04-07-2023 14:57:00,-3,0,4.5
ORD1412,Central,Restaurant_27,DP_1,2023/07/04 04:15,04-07-2023 05:07:00,22,0,4.8
ORD1413,West,Restaurant_15,DP_29,2023/07/29 02:55,29-07-2023 03:40:00,15,0,3.7
ORD1414,North,Restaurant_6,DP_34,2023/07/25 00:05,25-07-2023 00:45:00,10,0,
ORD1415,Central,Restaurant_15,DP_13,2023/07/25 05:39,25-07-2023 06:32:00,23,0,4.2
ORD1416,South,Restaurant_14,DP_1,2023/07/17 11:06,17-07-2023 11:53:00,17,0,5.0
ORD1417,South,Restaurant_28,DP_34,2023/07/16 21:24,16-07-2023 22:00:00,6,0,3.2
ORD1418,Central,Restaurant_11,DP_29,2023/07/12 22:39,12-07-2023 23:19:00,10,0,3.9
ORD1419,West,Restaurant_7,DP_13,2023/07/28 09:14,28-07-2023 09:39:00,-5,0,4.3
ORD1420,South,Restaurant_9,DP_29,2023/07/09 15:59,09-07-2023 16:47:00,18,0,3.6
ORD1421,West,Restaurant_26,DP_39,2023/07/24 17:38,24-07-2023 18:15:00,7,1,3.6
ORD1422,South,Restaurant_16,DP_24,2023/07/09 19:05,09-07-2023 19:30:00,-5,0,4.0
ORD1423,South,Restaurant_5,DP_26,2023/07/01 08:54,01-07-2023 09:24:00,0,0,4.3
ORD1424,East,Restaurant_25,DP_17,2023/07/19 06:12,19-07-2023 06:58:00,16,0,4.0
ORD1425,South,Restaurant_20,DP_7,2023/07/26 02:12,26-07-2023 03:04:00,22,0,5.0
ORD1426,North,Restaurant_29,DP_13,2023/07/26 01:50,26-07-2023 02:30:00,10,1,4.5
ORD1427,Central,Restaurant_10,DP_5,2023/07/16 14:29,16-07-2023 15:01:00,2,0,4.3
ORD1428,Central,Restaurant_18,DP_26,2023/07/26 21:08,26-07-2023 21:37:00,-1,0,4.7
ORD1429,West,Restaurant_3,DP_3,2023/07/01 19:32,01-07-2023 20:23:00,21,0,4.3
ORD1430,South,Restaurant_13,DP_7,2023/07/20 09:14,20-07-2023 09:57:00,13,1,3.8
ORD1431,North,Restaurant_11,DP_39,2023/07/15 12:21,15-07-2023 12:58:00,7,0,3.9
ORD1432,West,Restaurant_17,DP_1,2023/07/29 07:35,29-07-2023 08:10:00,5,0,3.4
ORD1433,East,Restaurant_30,DP_17,2023/07/24 21:29,24-07-2023 22:14:00,15,0,
ORD1434,West,Restaurant_30,DP_25,2023/07/14 10:04,14-07-2023 10:49:00,15,0,4.7
ORD1435,West,Restaurant_22,DP_3,2023/07/07 01:38,07-07-2023 02:10:00,2,0,2.6
ORD1436,South,Restaurant_13,DP_15,2023/07/27 00:54,27-07-2023 01:24:00,0,0,4.9
ORD1437,East,Restaurant_6,DP_29,2023/07/17 16:54,17-07-2023 17:25:00,1,0,3.2
ORD1438,West,Restaurant_17,DP_32,2023/07/21 15:09,21-07-2023 15:45:00,6,0,4.4
ORD1439,North,Restaurant_27,DP_26,2023/07/14 23:07,14-07-2023 23:41:00,4,0,
ORD1440,North,Restaurant_13,DP_16,2023/07/01 06:03,01-07-2023 06:55:00,22,0,3.8
ORD1441,Central,Restaurant_19,DP_25,2023/07/08 04:38,08-07-2023 05:13:00,5,0,4.9
ORD1442,East,Restaurant_21,DP_28,2023/07/26 01:17,26-07-2023 01:47:00,0,0,4.9
ORD1443,East,Restaurant_19,DP_9,2023/07/03 06:00,03-07-2023 06:30:00,0,0,4.3
ORD1444,Central,Restaurant_10,DP_1,2023/07/05 15:05,05-07-2023 15:43:00,8,0,4.6
ORD1445,West,Restaurant_3,DP_29,2023/07/02 08:16,02-07-2023 08:42:00,-4,0,3.3
ORD1446,East,Restaurant_14,DP_22,2023/07/18 17:38,18-07-2023 18:17:00,9,0,4.4
ORD1447,North,Restaurant_26,DP_16,2023/07/09 07:58,09-07-2023 08:28:00,0,0,4.6
ORD1448,North,Restaurant_19,DP_7,2023/07/01 14:42,01-07-2023 15:31:00,19,0,5.0
ORD1449,South,Restaurant_5,DP_14,2023/07/15 01:04,15-07-2023 01:44:00,10,0,3.7
ORD1450,East,Restaurant_29,DP_29,2023/07/28 13:31,28-07-2023 14:27:00,26,0,4.1
ORD1451,West,Restaurant_5,DP_19,2023/07/22 09:45,22-07-2023 10:23:00,8,0,
ORD1452,Central,Restaurant_20,DP_19,2023/07/04 14:44,04-07-2023 15:09:00,-5,0,4.5
ORD1453,Central,Restaurant_17,DP_2,2023/07/21 01:25,21-07-2023 02:16:00,21,1,4.6
ORD1454,West,Restaurant_21,DP_15,2023/07/28 19:36,28-07-2023 20:20:00,14,0,4.7
ORD1455,South,Restaurant_10,DP_3,2023/07/03 05:23,03-07-2023 06:08:00,15,0,4.7
ORD1456,Central,Restaurant_5,DP_11,2023/07/02 13:24,02-07-2023 13:55:00,1,0,3.2
ORD1457,East,Restaurant_4,DP_30,2023/07/23 18:26,23-07-2023 19:05:00,9,0,2.5
ORD1458,South,Restaurant_6,DP_40,2023/07/03 03:23,03-07-2023 04:04:00,11,0,3.8
ORD1459,East,Restaurant_26,DP_18,2023/07/15 23:44,16-07-2023 00:22:00,8,0,4.1
ORD1460,North,Restaurant_4,DP_2,2023/07/06 22:01,06-07-2023 22:28:00,-3,0,3.7
ORD1461,South,Restaurant_30,DP_32,2023/07/24 07:01,24-07-2023 08:03:00,32,0,3.8
ORD1462,Central,Restaurant_7,DP_8,2023/07/21 04:23,,16,0,3.9
ORD1463,South,Restaurant_7,DP_22,2023/07/04 06:52,04-07-2023 07:35:00,13,0,4.4
ORD1464,South,Restaurant_18,DP_6,2023/07/20 02:38,20-07-2023 03:28:00,20,0,3.5
ORD1465,South,Restaurant_3,DP_12,2023/07/28 11:23,28-07-2023 12:08:00,15,0,4.1
ORD1466,South,Restaurant_1,DP_40,2023/07/28 14:32,28-07-2023 15:06:00,4,0,4.1
ORD1467,East,Restaurant_24,DP_36,2023/07/21 14:57,21-07-2023 15:46:00,19,0,4.4
ORD1468,North,Restaurant_25,DP_15,2023/07/02 18:47,02-07-2023 19:33:00,16,0,4.8
ORD1469,West,Restaurant_4,DP_28,2023/07/12 04:41,12-07-2023 05:15:00,4,0,5.0
ORD1470,South,Restaurant_6,DP_18,2023/07/02 03:54,02-07-2023 04:40:00,16,0,3.7
ORD1471,Central,Restaurant_9,DP_2,2023/07/08 13:15,08-07-2023 13:53:00,8,0,2.9
ORD1472,South,Restaurant_22,DP_13,2023/07/01 12:19,01-07-2023 13:00:00,11,0,4.0
ORD1473,Central,Restaurant_14,DP_15,2023/07/02 01:45,02-07-2023 02:29:00,14,0,3.1
ORD1474,East,Restaurant_28,DP_20,2023/07/21 05:40,,20,0,5.0
ORD1475,Central,Restaurant_12,DP_29,2023/07/07 11:27,07-07-2023 12:01:00,4,0,3.6
ORD1476,West,Restaurant_28,DP_29,2023/07/04 13:27,04-07-2023 14:09:00,12,0,4.4
ORD1477,North,Restaurant_25,DP_3,2023/07/17 04:51,17-07-2023 05:47:00,26,0,4.7
ORD1478,Central,Restaurant_20,DP_19,,17-07-2023 00:02:00,8,0,4.3
ORD1479,Central,Restaurant_24,DP_3,2023/07/30 01:13,30-07-2023 01:54:00,11,1,5.0
ORD1480,North,Restaurant_25,DP_14,2023/07/08 06:52,08-07-2023 07:48:00,26,0,4.0
ORD1481,West,Restaurant_4,DP_40,2023/07/10 13:09,10-07-2023 13:54:00,15,0,3.6
ORD1482,South,Restaurant_21,DP_4,2023/07/17 07:48,17-07-2023 08:17:00,-1,0,3.6
ORD1483,Central,Restaurant_30,DP_11,2023/07/07 06:45,07-07-2023 07:18:00,3,0,4.6
ORD1484,North,Restaurant_24,DP_31,2023/07/14 23:16,15-07-2023 00:01:00,15,0,4.0
ORD1485,East,Restaurant_12,DP_32,2023/07/13 23:07,13-07-2023 23:50:00,13,0,3.6
ORD1486,North,Restaurant_10,DP_27,2023/07/07 14:41,07-07-2023 15:22:00,11,0,4.4
ORD1487,East,Restaurant_30,DP_30,2023/07/07 00:29,07-07-2023 01:26:00,27,0,4.5
ORD1488,West,Restaurant_22,DP_2,2023/07/19 23:02,19-07-2023 23:37:00,5,0,4.3
ORD1489,South,Restaurant_28,DP_9,2023/07/08 20:03,08-07-2023 20:42:00,9,0,4.6
ORD1490,North,Restaurant_7,DP_28,2023/07/22 11:35,22-07-2023 12:00:00,-5,0,4.2
ORD1491,Central,Restaurant_3,DP_31,2023/07/05 20:38,05-07-2023 21:27:00,19,0,3.7
ORD1492,West,Restaurant_23,DP_34,2023/07/21 00:06,21-07-2023 00:39:00,3,0,4.6
ORD1493,North,Restaurant_28,DP_15,2023/07/22 23:04,22-07-2023 23:52:00,18,0,3.6
ORD1494,Central,Restaurant_14,DP_25,2023/07/10 08:00,10-07-2023 08:47:00,17,0,3.4
ORD1495,North,Restaurant_24,DP_36,2023/07/16 03:17,16-07-2023 04:15:00,28,0,4.8
ORD1496,East,Restaurant_10,DP_8,2023/07/01 21:09,01-07-2023 21:54:00,15,0,3.9
ORD1497,North,Restaurant_16,DP_9,2023/07/06 11:08,06-07-2023 11:45:00,7,0,5.0
ORD1498,North,Restaurant_16,DP_37,2023/07/22 00:11,,13,0,4.6
ORD1499,North,Restaurant_22,DP_39,2023/07/09 14:13,09-07-2023 14:46:00,3,0,3.8
ORD1500,West,Restaurant_10,DP_32,2023/07/14 04:27,14-07-2023 05:09:00,12,0,4.4
ORD1501,North,Restaurant_25,DP_17,2023/07/27 21:29,27-07-2023 22:07:00,8,0,5.0
ORD1502,Central,Restaurant_13,DP_35,2023/07/11 22:14,11-07-2023 22:53:00,9,0,4.6
ORD1503,East,Restaurant_6,DP_37,2023/07/30 11:09,30-07-2023 11:41:00,2,0,4.4
ORD1504,East,Restaurant_12,DP_19,2023/07/29 16:57,29-07-2023 17:39:00,12,0,3.7
ORD1505,North,Restaurant_9,DP_29,2023/07/29 00:05,29-07-2023 00:51:00,16,0,5.0
ORD1506,West,Restaurant_13,DP_7,2023/07/13 13:04,13-07-2023 13:31:00,-3,0,4.9
ORD1507,West,Restaurant_4,DP_28,2023/07/06 20:33,06-07-2023 21:07:00,4,0,3.7
ORD1508,Central,Restaurant_24,DP_9,2023/07/07 07:51,07-07-2023 08:32:00,11,0,5.0
ORD1509,North,Restaurant_11,DP_28,2023/07/27 16:50,27-07-2023 17:15:00,-5,0,4.2
ORD1510,East,Restaurant_20,DP_6,2023/07/11 10:47,11-07-2023 11:40:00,23,0,3.6
ORD1511,West,Restaurant_18,DP_29,2023/07/06 14:44,06-07-2023 15:18:00,4,0,3.7
ORD1512,North,Restaurant_26,DP_17,2023/07/16 02:31,16-07-2023 03:03:00,2,0,4.6
ORD1513,West,Restaurant_11,DP_16,2023/07/12 10:13,12-07-2023 10:51:00,8,1,3.6
ORD1514,West,Restaurant_25,DP_23,2023/07/15 02:28,15-07-2023 03:09:00,11,0,3.4
ORD1515,East,Restaurant_21,DP_31,2023/07/28 01:28,28-07-2023 02:01:00,3,0,3.8
ORD1516,South,Restaurant_4,DP_3,2023/07/21 21:17,21-07-2023 22:04:00,17,0,3.9
ORD1517,Central,Restaurant_18,DP_21,2023/07/30 21:26,30-07-2023 22:09:00,13,0,
ORD1518,Central,Restaurant_1,DP_26,2023/07/25 03:35,25-07-2023 04:08:00,3,1,3.8
ORD1519,East,Restaurant_27,DP_36,2023/07/18 00:23,18-07-2023 00:58:00,5,0,4.7
ORD1520,West,Restaurant_7,DP_37,2023/07/02 22:19,02-07-2023 22:47:00,-2,0,4.3
ORD1521,North,Restaurant_6,DP_22,2023/07/15 19:04,15-07-2023 19:34:00,0,0,3.8
ORD1522,West,Restaurant_15,DP_12,2023/07/01 12:35,01-07-2023 13:18:00,13,0,3.8
ORD1523,East,Restaurant_18,DP_13,2023/07/28 06:23,,3,0,4.0
ORD1524,Central,Restaurant_24,DP_11,2023/07/30 19:55,30-07-2023 20:49:00,24,0,4.1
ORD1525,West,Restaurant_11,DP_16,2023/07/30 08:41,30-07-2023 09:21:00,10,0,4.1
ORD1526,Central,Restaurant_20,DP_8,2023/07/13 02:00,13-07-2023 02:30:00,0,0,4.6
ORD1527,North,Restaurant_24,DP_40,2023/07/28 20:35,28-07-2023 21:05:00,0,0,4.2
ORD1528,Central,Restaurant_15,DP_40,2023/07/10 21:29,10-07-2023 22:17:00,18,1,4.2
ORD1529,Central,Restaurant_16,DP_2,2023/07/18 02:00,18-07-2023 02:39:00,9,1,5.0
